@id,법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
111,199620,현행,감사원 변상판정청구에 관한 규칙,,009168,20171208,00300,일부개정,1040000,감사원,감사원규칙,,20171208,,/DRF/lawService.do?OC=username001&target=law&MST=199620&type=HTML&mobileYn=&efYd=20171208
112,258979,현행,감사원사무처 직제,,008775,20240119,00372,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=username001&target=law&MST=258979&type=HTML&mobileYn=&efYd=20240119
113,173065,현행,감사원 소관 비영리법인의 설립 및 감독에 관한 규칙,,009830,20150717,00273,일부개정,1040000,감사원,감사원규칙,,20150717,,/DRF/lawService.do?OC=username001&target=law&MST=173065&type=HTML&mobileYn=&efYd=20150717
114,241711,현행,감사원심사규칙,,008776,20220404,00347,타법개정,1040000,감사원,감사원규칙,,20220404,,/DRF/lawService.do?OC=username001&target=law&MST=241711&type=HTML&mobileYn=&efYd=20220404
115,259021,현행,감사원 운영규칙,,008774,20240119,00374,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=username001&target=law&MST=259021&type=HTML&mobileYn=&efYd=20240119
116,209963,현행,감사원 전문인력 및 전문직위의 운영 등에 관한 규칙,,013525,20190715,00315,제정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=username001&target=law&MST=209963&type=HTML&mobileYn=&efYd=20190715
117,244413,현행,감사원 정책자문위원회 규칙,,009704,20220829,00364,일부개정,1040000,감사원,감사원규칙,,20220829,,/DRF/lawService.do?OC=username001&target=law&MST=244413&type=HTML&mobileYn=&efYd=20220829
118,184477,현행,감사원 징계 규칙,,008779,20160630,00291,일부개정,1040000,감사원,감사원규칙,,20160630,,/DRF/lawService.do?OC=username001&target=law&MST=184477&type=HTML&mobileYn=&efYd=20160630
119,244417,현행,감사원행정심판위원회규칙,,011122,20220829,00362,일부개정,1040000,감사원,감사원규칙,,20220829,,/DRF/lawService.do?OC=username001&target=law&MST=244417&type=HTML&mobileYn=&efYd=20220829
120,261167,현행,감사위원회의 운영 등에 관한 규칙,,012606,20240315,00376,일부개정,1040000,감사원,감사원규칙,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=261167&type=HTML&mobileYn=&efYd=20240315
121,106437,현행,감사활동조정협의회의 구성ㆍ운영 등에 관한 규칙,,011226,20100706,00210,제정,1040000,감사원,감사원규칙,,20100706,,/DRF/lawService.do?OC=username001&target=law&MST=106437&type=HTML&mobileYn=&efYd=20100706
122,259089,현행,감염병의 예방 및 관리에 관한 법률,감염병예방법,001792,20240123,20090,일부개정,"1352000,1790387","보건복지부,질병관리청",법률,,20240424,,/DRF/lawService.do?OC=username001&target=law&MST=259089&type=HTML&mobileYn=&efYd=20240424
123,255031,현행,감염병의 예방 및 관리에 관한 법률 시행령,감염병예방법 시행령,004750,20230926,33757,일부개정,"1352000,1790387","보건복지부,질병관리청",대통령령,,20230929,,/DRF/lawService.do?OC=username001&target=law&MST=255031&type=HTML&mobileYn=&efYd=20230929
124,257885,현행,감염병의 예방 및 관리에 관한 법률 시행규칙,감염병예방법 시행규칙,008083,20231229,00990,일부개정,"1352000,1790387","보건복지부,질병관리청",보건복지부령,,20240101,,/DRF/lawService.do?OC=username001&target=law&MST=257885&type=HTML&mobileYn=&efYd=20240101
125,250715,현행,감정평가 및 감정평가사에 관한 법률,감정평가법,012481,20230509,19403,일부개정,1613000,국토교통부,법률,,20230810,,/DRF/lawService.do?OC=username001&target=law&MST=250715&type=HTML&mobileYn=&efYd=20230810
126,239579,현행,감정평가 및 감정평가사에 관한 법률 시행령,감정평가법 시행령,012651,20220121,32352,일부개정,1613000,국토교통부,대통령령,,20220121,,/DRF/lawService.do?OC=username001&target=law&MST=239579&type=HTML&mobileYn=&efYd=20220121
127,256837,현행,감정평가 및 감정평가사에 관한 법률 시행규칙,감정평가법 시행규칙,012655,20231208,01281,일부개정,1613000,국토교통부,국토교통부령,,20231208,,/DRF/lawService.do?OC=username001&target=law&MST=256837&type=HTML&mobileYn=&efYd=20231208
128,254883,현행,감정평가에 관한 규칙,,006140,20230914,01253,일부개정,1613000,국토교통부,국토교통부령,,20230914,,/DRF/lawService.do?OC=username001&target=law&MST=254883&type=HTML&mobileYn=&efYd=20230914
129,251517,현행,강원특별자치도 설치 등에 관한 특별법,강원특별법,014291,20230609,19430,타법개정,1741000,행정안전부,법률,,20230710,,/DRF/lawService.do?OC=username001&target=law&MST=251517&type=HTML&mobileYn=&efYd=20230710
130,247845,현행,강원특별자치도 지원위원회 등의 설치ㆍ운영에 관한 규정,,014393,20230117,33234,제정,1741000,행정안전부,대통령령,,20230119,,/DRF/lawService.do?OC=username001&target=law&MST=247845&type=HTML&mobileYn=&efYd=20230119
131,254039,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률,국외산림탄소축적증진법,014492,20230816,19636,제정,1400000,산림청,법률,,20240217,,/DRF/lawService.do?OC=username001&target=law&MST=254039&type=HTML&mobileYn=&efYd=20240217
132,260055,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률 시행령,국외산림탄소축적증진법 시행령,014617,20240206,34188,제정,1400000,산림청,대통령령,,20240217,,/DRF/lawService.do?OC=username001&target=law&MST=260055&type=HTML&mobileYn=&efYd=20240217
133,260653,현행,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률 시행규칙,국외산림탄소축적증진법 시행규칙,014625,20240221,00638,제정,1400000,산림청,농림축산식품부령,,20240221,,/DRF/lawService.do?OC=username001&target=law&MST=260653&type=HTML&mobileYn=&efYd=20240221
134,251519,현행,개발이익 환수에 관한 법률,개발이익환수법,001829,20230609,19430,타법개정,1613000,국토교통부,법률,,20230710,,/DRF/lawService.do?OC=username001&target=law&MST=251519&type=HTML&mobileYn=&efYd=20230710
135,262485,현행,개발이익 환수에 관한 법률 시행령,개발이익환수법 시행령,002088,20240507,34491,타법개정,1613000,국토교통부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262485&type=HTML&mobileYn=&efYd=20240517
136,250247,현행,개발이익 환수에 관한 법률 시행규칙,개발이익환수법 시행규칙,006145,20230424,01205,일부개정,1613000,국토교통부,국토교통부령,,20230424,,/DRF/lawService.do?OC=username001&target=law&MST=250247&type=HTML&mobileYn=&efYd=20230424
137,253411,현행,개발제한구역의 지정 및 관리에 관한 특별조치법,개발제한구역법,002018,20230808,19590,타법개정,1613000,국토교통부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=253411&type=HTML&mobileYn=&efYd=20240517
138,262365,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행령,개발제한구역법 시행령,002089,20240507,34492,타법개정,1613000,국토교통부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262365&type=HTML&mobileYn=&efYd=20240517
139,260441,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행규칙,개발제한구역법 시행규칙,006146,20240214,01306,일부개정,1613000,국토교통부,국토교통부령,,20240214,,/DRF/lawService.do?OC=username001&target=law&MST=260441&type=HTML&mobileYn=&efYd=20240214
140,254241,현행,개방형 직위 및 공모 직위의 운영 등에 관한 규정,개방형공모직위규정,002091,20230830,33691,일부개정,1760000,인사혁신처,대통령령,,20230830,,/DRF/lawService.do?OC=username001&target=law&MST=254241&type=HTML&mobileYn=&efYd=20230830
141,247457,현행,개별소비세법,,001570,20221231,19185,일부개정,1051000,기획재정부,법률,,20230101,,/DRF/lawService.do?OC=username001&target=law&MST=247457&type=HTML&mobileYn=&efYd=20230101
142,262367,현행,개별소비세법 시행령,,005308,20240507,34492,타법개정,1051000,기획재정부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262367&type=HTML&mobileYn=&efYd=20240517
143,261235,현행,개별소비세법 시행규칙,,008542,20240322,01047,일부개정,1051000,기획재정부,기획재정부령,,20240322,,/DRF/lawService.do?OC=username001&target=law&MST=261235&type=HTML&mobileYn=&efYd=20240322
144,251523,현행,개성공업지구 지원에 관한 법률,개성공업지구법,010451,20230609,19430,타법개정,1250000,통일부,법률,,20230710,,/DRF/lawService.do?OC=username001&target=law&MST=251523&type=HTML&mobileYn=&efYd=20230710
145,261111,현행,개성공업지구 지원에 관한 법률 시행령,개성공업지구법 시행령,010523,20240319,34310,일부개정,1250000,통일부,대통령령,,20240319,,/DRF/lawService.do?OC=username001&target=law&MST=261111&type=HTML&mobileYn=&efYd=20240319
146,174784,현행,개성공업지구 지원에 관한 법률 시행규칙,개성공업지구법 시행규칙,011438,20150907,00081,타법개정,1250000,통일부,통일부령,,20150907,,/DRF/lawService.do?OC=username001&target=law&MST=174784&type=HTML&mobileYn=&efYd=20150907
147,117412,현행,개인정보 단체소송규칙,,011467,20110928,02358,제정,9740000,대법원,대법원규칙,,20110930,,/DRF/lawService.do?OC=username001&target=law&MST=117412&type=HTML&mobileYn=&efYd=20110930
148,248613,현행,개인정보 보호법,,011357,20230314,19234,일부개정,1790365,개인정보보호위원회,법률,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=248613&type=HTML&mobileYn=&efYd=20240315
149,261095,현행,개인정보 보호법 시행령,,011468,20240312,34309,일부개정,1790365,개인정보보호위원회,대통령령,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=261095&type=HTML&mobileYn=&efYd=20240315
150,260717,현행,개인정보 보호위원회 직제,,013821,20240227,34251,일부개정,"1741000,1790365","개인정보보호위원회,행정안전부",대통령령,,20240227,,/DRF/lawService.do?OC=username001&target=law&MST=260717&type=HTML&mobileYn=&efYd=20240227
151,261027,현행,개인정보 보호위원회 직제 시행규칙,,013827,20240306,01944,일부개정,1790365,개인정보보호위원회,총리령,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=261027&type=HTML&mobileYn=&efYd=20240315
152,253413,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률,갯벌법,013246,20230808,19590,타법개정,1192000,해양수산부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=253413&type=HTML&mobileYn=&efYd=20240517
153,262379,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행령,갯벌법 시행령,013647,20240507,34488,타법개정,1192000,해양수산부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262379&type=HTML&mobileYn=&efYd=20240517
154,239189,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행규칙,갯벌법 시행규칙,013651,20220103,00525,일부개정,1192000,해양수산부,해양수산부령,,20220103,,/DRF/lawService.do?OC=username001&target=law&MST=239189&type=HTML&mobileYn=&efYd=20220103
155,116110,현행,거절증서령,,002096,20110819,23077,일부개정,1270000,법무부,대통령령,,20110819,,/DRF/lawService.do?OC=username001&target=law&MST=116110&type=HTML&mobileYn=&efYd=20110819
156,149559,현행,거창사건등 관련자의 명예회복에 관한 특별조치법,거창사건법,001177,20140107,12200,일부개정,1290000,국방부,법률,,20140107,,/DRF/lawService.do?OC=username001&target=law&MST=149559&type=HTML&mobileYn=&efYd=20140107
157,227129,현행,거창사건등 관련자의 명예회복에 관한 특별조치법 시행령,거창사건법 시행령,002098,20210105,31380,타법개정,"1290000,1741000","국방부,행정안전부",대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227129&type=HTML&mobileYn=&efYd=20210105
158,218015,현행,건강가정기본법,,009682,20200519,17280,일부개정,1383000,여성가족부,법률,,20200519,,/DRF/lawService.do?OC=username001&target=law&MST=218015&type=HTML&mobileYn=&efYd=20200519
159,206117,현행,건강가정기본법 시행령,,009864,20181224,29421,타법개정,1383000,여성가족부,대통령령,,20190101,,/DRF/lawService.do?OC=username001&target=law&MST=206117&type=HTML&mobileYn=&efYd=20190101
160,253673,현행,건강가정기본법 시행규칙,,009860,20230804,00192,일부개정,1383000,여성가족부,여성가족부령,,20230804,,/DRF/lawService.do?OC=username001&target=law&MST=253673&type=HTML&mobileYn=&efYd=20230804
161,220873,현행,건강검진기본법,,010708,20200811,17472,타법개정,1352000,보건복지부,법률,,20200912,,/DRF/lawService.do?OC=username001&target=law&MST=220873&type=HTML&mobileYn=&efYd=20200912
162,246241,현행,건강검진기본법 시행령,,010930,20221220,33112,타법개정,1352000,보건복지부,대통령령,,20221220,,/DRF/lawService.do?OC=username001&target=law&MST=246241&type=HTML&mobileYn=&efYd=20221220
163,210597,현행,건강검진기본법 시행규칙,,010936,20190927,00672,타법개정,1352000,보건복지부,보건복지부령,,20190927,,/DRF/lawService.do?OC=username001&target=law&MST=210597&type=HTML&mobileYn=&efYd=20190927
164,234853,현행,건강기능식품에 관한 법률,건강기능식품법,009353,20210817,18445,타법개정,1471000,식품의약품안전처,법률,,20230101,,/DRF/lawService.do?OC=username001&target=law&MST=234853&type=HTML&mobileYn=&efYd=20230101
165,256479,현행,건강기능식품에 관한 법률 시행령,건강기능식품법 시행령,009581,20231212,33913,타법개정,1471000,식품의약품안전처,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256479&type=HTML&mobileYn=&efYd=20231212
166,256293,현행,건강기능식품에 관한 법률 시행규칙,건강기능식품법 시행규칙,009654,20231122,01916,타법개정,1471000,식품의약품안전처,총리령,,20231122,,/DRF/lawService.do?OC=username001&target=law&MST=256293&type=HTML&mobileYn=&efYd=20231122
167,195219,현행,건널목 개량촉진법,건널목개량법,000099,20170726,14839,타법개정,1613000,국토교통부,법률,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195219&type=HTML&mobileYn=&efYd=20170726
168,214995,현행,건널목 개량촉진법 시행령,,002101,20200303,30509,타법개정,1613000,국토교통부,대통령령,,20200303,,/DRF/lawService.do?OC=username001&target=law&MST=214995&type=HTML&mobileYn=&efYd=20200303
169,75164,현행,건널목 입체교차화 비용부담에 관한 규칙,,006165,20060803,00529,일부개정,1613000,국토교통부,건설교통부령,"{'공동부령': {'@no': '1', '공동부령구분': '행정자치부령', '공포번호': '00340'}}",20060803,,/DRF/lawService.do?OC=username001&target=law&MST=75164&type=HTML&mobileYn=&efYd=20060803
170,234693,현행,건설근로자의 고용개선 등에 관한 법률,건설근로자법,000120,20210817,18425,타법개정,1492000,고용노동부,법률,,20220218,,/DRF/lawService.do?OC=username001&target=law&MST=234693&type=HTML&mobileYn=&efYd=20220218
